price,pyung,firm,age,educ,subway,hhs,recon
14.1,31,0.6,36,7,14,159,4
10.6,32,0.4,11,10,12,1144,0
7.6,28,0.8,14,9,13,464,0
5.7,15,0.6,2,6,19,278,0
18,52,0.4,6,16,13,250,0
9.4,17,3.2,17,6,12,822,0
6.1,10,0.3,34,7,15,711,7
7,4,2.8,37,7,19,160,0
12.4,20,0.7,19,13,17,1234,0
8.1,23,2.1,24,8,17,235,0
12.4,26,1.4,39,16,17,338,4
21.8,46,0.5,16,13,17,816,0
10.6,6,1.4,15,9,19,1191,0
11,28,1.7,10,8,18,192,0
6.1,27,1.2,28,10,17,261,0
4.6,4,0.5,9,8,22,423,0
6.6,21,0.6,8,11,14,180,0
22.2,24,0.5,26,9,16,3628,0
6.2,25,1.1,24,6,11,142,0
13.2,41,0.2,30,10,14,694,0
14.4,20,0.4,37,17,16,173,10
8.8,15,0.6,35,13,22,250,0
18.1,60,0.8,12,3,17,177,0
7.9,9,1.7,39,9,21,326,8
11.7,28,0.9,25,15,4,231,0
5,14,1.6,19,8,15,377,0
11.8,25,1.1,10,9,20,1001,0
9.1,41,1.4,28,6,22,228,0
14.4,36,3.5,15,16,17,183,0
9.6,30,0.5,30,14,19,214,10
12.6,12,1.1,37,16,18,1213,0
1.7,15,0.4,33,8,8,209,9
4.3,24,2.7,8,15,12,502,0
9,33,2.2,8,14,12,205,0
4.2,18,2.3,25,9,9,151,9
9.6,15,1.4,21,8,19,465,0
6.6,37,0.9,18,8,18,186,0
2.4,25,1.2,21,6,20,176,0
10.5,27,1.3,9,7,23,122,0
11.6,37,0.8,8,15,16,318,0
8.3,14,1.3,2,12,16,210,0
2,17,0.7,1,9,19,264,0
4.3,18,1,22,12,12,154,0
7.1,18,1,6,10,11,362,0
1.5,8,0.2,8,7,16,134,0
3.6,26,1.1,39,6,18,559,4
5.3,17,1.4,7,18,7,243,0
9.1,33,0.6,6,8,17,228,0
11.3,41,1.2,27,18,12,173,0
11.6,13,0.9,34,17,16,150,6
5,18,1.3,39,9,7,715,0
10.5,18,0.4,0,18,14,483,0
10.5,29,2.8,8,11,1,138,0
5.2,21,0.9,6,7,6,198,0
10.1,20,2.6,3,6,20,654,0
6.5,18,0.8,22,10,10,368,0
4.2,5,0.8,10,7,24,298,0
4,12,0.8,10,4,19,161,0
8.4,20,1.1,26,3,2,330,0
7.9,22,0.6,34,15,17,252,8
9.7,25,0.9,21,14,12,278,0
2.7,12,1,26,9,21,180,0
10.2,35,1,2,6,18,465,0
7.1,13,0.9,6,9,15,818,0
6.9,18,0.8,10,10,15,239,0
16.6,73,2.1,3,15,18,266,0
21.4,59,1.1,17,8,22,150,0
8.1,9,1.6,4,7,17,198,0
6.4,42,0.6,25,13,16,137,2
4.9,5,0.2,27,8,20,227,0
10.5,32,0.8,5,4,16,822,0
11.9,21,3,5,9,11,414,0
8.5,20,0.8,21,9,19,331,0
6.7,10,0.6,9,14,9,274,0
5.5,15,0.6,2,6,11,181,0
4.8,18,0.7,25,10,11,439,0
9.4,11,1.4,23,15,23,191,0
8.1,9,2.4,16,15,17,213,0
1.9,13,1.3,8,7,11,315,0
9.2,28,1.2,35,10,18,361,0
7.6,37,0.7,18,10,13,142,0
4,9,1.1,37,6,14,296,0
8.3,26,2,3,11,11,270,0
6.8,16,1.7,10,17,6,267,0
2.3,9,0.6,7,14,13,484,0
7.6,18,0.8,1,7,14,333,0
8.4,36,1.1,18,6,19,383,0
5.2,34,5.1,29,8,16,174,0
15.8,25,3.4,13,12,13,160,0
5.5,12,0.8,31,9,13,356,0
6.6,22,0.6,12,12,18,272,0
7.2,11,1.3,4,17,13,325,0
12.8,45,0.5,4,6,7,180,0
14.7,37,0.9,24,7,12,403,0
5.7,13,0.9,21,6,19,202,0
10.6,15,0.8,29,14,12,559,0
8.9,25,2.7,28,17,11,275,6
8.7,19,1.2,13,15,15,468,0
9.8,20,2.1,13,16,19,963,0
12.5,15,1.5,39,18,12,1771,0
16.1,30,0.9,19,6,15,231,0
0.9,13,0.7,33,5,24,567,0
20.9,55,1.3,18,8,15,616,0
7.8,23,0.3,3,9,19,148,0
11.6,36,0.4,33,4,18,212,0
5.6,17,1,9,6,13,382,0
13.9,45,0.9,26,13,22,440,2
11.5,31,3.3,36,14,14,498,0
0.2,18,2.5,29,9,15,200,0
5.5,15,1.4,36,6,19,560,5
11.2,28,0.4,29,6,18,341,0
5.3,25,1.7,37,8,13,596,0
11.2,48,0.7,25,8,15,200,0
10.2,21,0.7,19,7,9,392,0
9.9,16,1.1,38,16,6,137,0
7.3,10,0.5,39,16,11,569,1
5.8,10,1.5,2,7,12,594,0
8.1,17,1,2,9,12,320,0
13.2,25,0.7,27,12,23,827,0
11,15,4.5,39,15,11,475,0
6.3,11,8.3,1,9,19,939,0
11.3,34,0.4,17,14,11,369,0
5.5,38,1.3,22,9,6,406,0
13.1,44,1.2,19,9,19,828,0
13,47,4.2,19,6,15,193,0
5.4,18,1.4,22,6,15,211,0
8.2,38,0.2,22,7,12,119,0
9.1,18,0.7,22,14,21,145,0
21.3,68,1.3,3,17,13,360,0
10,50,1.1,29,7,17,408,10
4.5,13,0.8,12,16,8,387,0
7.5,25,0.5,3,16,19,161,0
10.5,25,1.1,8,11,16,137,0
11.6,10,1.2,5,10,13,916,0
5.7,27,3.5,6,13,11,265,0
0.8,14,0.8,29,15,12,151,0
17,66,0.5,11,17,7,216,0
5.4,19,0.4,0,9,15,158,0
5.7,13,0.8,22,13,12,221,0
6.9,14,0.5,31,12,19,275,0
11.5,39,0.5,31,7,12,208,0
12,25,3.4,15,15,7,270,0
4.2,17,2,30,5,19,236,0
6.1,15,0.5,4,7,24,365,0
8.4,22,0.5,25,13,17,141,10
9.3,8,1.1,39,6,16,231,6
15.8,55,0.6,33,17,15,290,0
12.4,57,1.6,16,15,12,447,0
1.7,13,1.3,35,11,10,242,5
7.1,11,0.7,30,16,12,131,0
9.8,19,0.6,1,9,15,247,0
9.9,26,1.4,26,7,12,414,0
10.6,43,0.5,15,8,16,155,0
6.2,33,0.5,14,16,18,253,0
7.7,18,3.1,33,6,16,385,0
8.9,17,0.3,22,6,24,271,0
9.8,19,0.8,4,15,15,178,0
3.9,11,1,28,6,6,167,0
10.8,31,1.1,36,15,19,261,9
3.1,8,0.5,26,6,16,687,1
6.9,18,0.5,29,15,18,337,0
5.5,15,0.7,4,11,11,229,0
8.8,23,0.3,13,17,14,387,0
16.7,42,1.2,4,14,18,1452,0
6.8,20,0.9,32,14,16,148,0
11.7,30,0.4,6,6,15,310,0
10,35,1.1,27,6,19,312,0
10.1,18,12.9,24,9,18,321,0
11.5,31,1.1,14,16,18,198,0
8.6,19,0.5,34,10,13,262,2
4.3,20,2,3,10,6,345,0
4.8,15,1.8,28,8,18,236,0
17,50,1.2,22,9,23,268,0
10.3,18,1.5,20,14,17,334,0
10.6,37,0.1,37,14,16,128,3
14,26,0.4,40,11,17,690,2
5.1,9,1.4,5,15,8,631,0
4.5,20,1.3,11,9,13,159,0
5.5,21,1.2,33,17,11,475,0
3.3,15,0.5,11,16,11,583,0
14.6,35,0.5,23,14,24,646,0
7.7,30,0.8,28,9,23,293,0
21.6,14,4,26,17,13,5325,0
9.7,11,0.6,25,10,13,184,0
0.9,24,0.8,23,8,16,156,0
2.4,19,0.6,33,8,17,171,2
6,18,0.5,14,17,18,331,0
2.9,25,1.5,26,6,2,306,4
5.1,16,1.1,22,18,16,500,0
8.9,29,0.6,8,10,17,368,0
17,27,2.5,12,12,16,2570,0
11.5,18,0.6,7,8,17,136,0
7,11,1.6,39,14,13,588,0
9.2,23,1.1,4,10,19,336,0
1.9,27,1,17,12,8,342,0
4.8,12,0.2,31,9,17,125,5
9.4,24,0.2,22,8,1,643,0
4.4,16,3.8,23,6,13,357,0
8.1,24,0.9,8,6,18,434,0
12.4,41,1.6,15,10,14,644,0
10.8,18,1,19,8,15,357,0
10.4,25,1.1,25,14,17,406,0
12.7,39,2.3,37,5,15,192,0
10.1,28,0.6,18,8,11,389,0
8.8,22,0.4,20,7,13,153,0
9.9,26,0.7,36,7,19,175,0
4.5,25,0.8,23,11,14,352,0
10,36,2,29,7,14,506,0
9.4,16,1.9,13,13,14,250,0
3.7,16,2.1,17,14,16,392,0
14.6,23,2.4,25,17,15,259,0
9.2,28,1.1,21,8,16,1139,0
2.9,15,1.6,8,7,17,230,0
12.5,32,1.6,2,12,16,189,0
9.3,30,1.1,1,15,8,220,0
7.7,12,1.2,11,9,21,291,0
10.8,16,1,27,14,12,425,10
13,23,0.9,8,13,16,302,0
1.6,18,0.7,12,6,22,1011,0
9.1,23,1,30,8,11,133,7
11.5,16,0.8,12,6,14,690,0
6.7,16,2.6,21,17,12,525,0
5.5,34,1.6,22,6,13,201,0
2.9,30,1.1,13,11,6,223,0
8.5,10,1.3,30,8,14,189,0
1.5,8,0.4,39,16,11,188,0
2.9,10,1.6,17,7,12,632,0
14.2,44,1.9,24,18,22,1283,0
12.1,28,0.6,21,16,14,282,0
11.7,33,1.4,18,14,17,144,0
21.5,48,1.4,31,16,15,742,7
9.8,27,0.6,28,9,18,569,0
12.7,32,0.8,38,7,24,263,0
8,29,1.3,21,10,19,289,0
8.8,35,0.5,34,16,20,538,0
5.3,11,1.3,4,10,9,288,0
8.9,22,4,14,13,14,195,0
10.3,14,1.7,36,12,17,619,0
6.4,16,0.4,9,11,16,388,0
9.6,24,0.7,33,7,16,1244,0
1.9,9,0.7,14,12,11,187,0
10.7,15,1.1,32,13,12,1116,9
5,23,4.3,32,9,20,297,0
11.2,41,1,23,11,20,982,0
11.3,19,0.5,14,7,10,198,0
10.9,28,1.2,35,14,15,203,8
8.5,13,0.5,32,19,18,244,0
14.2,32,1,1,11,17,2335,0
9.7,35,0.5,2,15,10,333,0
10.3,42,0.7,14,8,18,220,0
4,19,0.7,30,8,19,138,6
1.3,29,5.3,13,6,18,315,0
10.4,14,1.3,27,11,11,283,0
3.9,18,1.5,14,6,18,242,0
5.7,10,0.8,39,14,19,199,0
7.7,29,1.2,12,9,15,608,0
13.7,45,1.2,35,13,14,273,0
12.8,18,0.8,24,11,19,521,0
19.9,24,1,13,16,16,1091,0
13,17,1.2,5,8,14,620,0
7.5,8,0.9,13,12,21,808,0
14.3,48,1.4,11,8,17,215,0
8.4,33,1,1,15,12,448,0
1.8,12,1.9,19,8,11,324,0
6.3,13,1.2,7,8,13,247,0
20.9,55,1.9,5,8,15,660,0
5.7,9,0.8,26,16,18,296,4
5.9,15,5.8,18,9,18,440,0
6,16,1.7,39,15,11,566,0
10.9,37,1.5,11,17,13,274,0
12,40,0.5,3,11,14,538,0
8.1,19,0.2,33,15,16,201,0
4.2,26,1.3,28,16,9,310,6
2.6,21,1,17,11,9,254,0
9.2,44,0.3,19,6,15,127,0
11.9,25,1.4,28,16,16,372,0
3.6,29,2.6,31,7,13,198,0
3.6,24,1.1,18,5,15,151,0
6.6,20,0.4,18,7,19,974,0
5.2,24,1.4,27,16,18,142,4
6,16,1,37,8,15,330,0
9.3,31,3.4,25,16,7,1316,0
6.7,14,0.5,24,15,12,281,0
7,18,1,17,16,10,218,0
6.9,16,0.2,6,9,14,199,0
11.1,16,2.3,12,6,11,773,0
6,10,0.8,22,5,11,126,0
4.3,17,1.1,38,14,14,569,2
10.2,21,0.9,30,17,14,448,0
5.7,17,2.7,31,14,8,324,0
14.8,36,0.4,31,14,14,199,7
9.4,20,1.4,33,10,13,705,0
6.4,39,1.9,2,15,16,148,0
15.4,50,0.7,16,7,17,292,0
3.4,15,1.3,39,17,13,219,0
6.2,10,0.8,23,8,8,717,0
8.7,30,1.2,33,15,22,189,0
14.1,47,0.4,20,14,16,170,0
8.8,15,0.7,32,7,12,627,4
10.5,15,1.2,18,15,8,1269,0
14.2,41,0.6,26,9,17,691,9
9.1,43,1.4,37,7,12,703,0
14.1,23,0.3,25,7,18,231,0
13.8,50,1.7,23,12,18,285,0
13.9,42,1,20,11,15,1985,0
1.1,14,0.7,18,7,17,264,0
12.9,31,2.9,12,17,21,927,0
9.7,15,4.7,6,15,18,1013,0
15,28,1.4,9,14,17,927,0
13.9,18,4.1,15,8,19,264,0
4.6,21,1.6,1,8,14,415,0
6.5,21,2.3,25,8,20,199,0
5,32,2.3,10,8,16,129,0
9.8,20,1.4,5,7,15,150,0
13.2,24,2.5,10,13,13,195,0
11.9,25,0.8,39,9,12,348,0
6,23,0.5,36,9,15,310,0
6.1,25,0.7,10,5,15,151,0
7.4,14,1.3,8,9,10,301,0
10.6,23,4.1,23,11,16,189,0
7.2,21,2.1,38,9,11,234,6
8.2,23,2.4,40,10,12,320,0
14.2,47,0.6,23,7,19,197,0
14.1,46,0.5,32,13,12,146,2
7.5,14,0.9,23,19,8,406,0
9.2,11,3.8,36,8,18,164,0
20.1,97,1.2,38,8,12,663,0
6.2,20,1.9,16,9,15,197,0
1.3,20,2.1,6,10,11,389,0
5.8,21,1,21,4,12,152,0
5.8,9,2.5,17,17,12,174,0
5.9,25,0.8,39,10,16,317,0
9.1,20,1.6,15,17,13,225,0
9.7,32,1.1,32,11,11,166,2
9.3,37,0.9,27,16,12,153,3
10.1,16,1.3,37,8,14,976,9
11.6,24,1.1,18,16,13,245,0
8.8,18,0.7,19,5,21,256,0
8.9,17,2,5,11,13,211,0
5.6,13,0.8,24,7,17,962,0
4.5,19,4.5,13,8,12,368,0
5.3,11,0.3,34,7,13,200,0
2.9,19,0.8,23,9,10,399,0
14.9,35,0.4,28,12,15,518,1
10.1,39,1.8,20,17,18,191,0
5.1,8,0.5,34,16,12,135,0
4.5,17,0.8,13,15,19,299,0
8.5,9,0.7,14,16,16,592,0
3,34,5,35,5,14,453,0
14.9,41,1.1,33,16,16,206,6
14.3,17,0.4,15,9,20,207,0
12.7,21,1.8,40,5,13,189,0
14,43,0.9,24,5,6,502,0
14.6,69,0.9,19,8,6,121,0
8.3,14,2.1,1,4,16,586,0
8.8,36,0.5,23,11,17,396,0
6.7,23,0.5,35,17,19,205,0
11.8,22,0.4,16,9,17,262,0
6.5,18,2.5,32,17,18,268,0
4.5,14,1.5,16,12,22,313,0
7.9,15,0.5,2,13,18,1257,0
3.7,16,0.5,6,10,16,556,0
7.9,21,0.3,34,7,23,645,10
9,60,1.4,1,8,11,209,0
8.9,18,0.4,10,14,11,505,0
11.2,28,0.5,8,9,13,200,0
8.7,26,1.3,33,9,15,173,0
14.2,70,1.4,6,5,19,339,0
8.3,26,0.8,29,10,14,680,0
13.7,17,1.4,37,11,12,598,7
13.9,36,1.1,18,7,14,1186,0
13.6,44,1.3,27,7,12,282,6
13,29,0.3,10,6,13,239,0
13.2,42,1,32,10,17,1414,4
6.3,31,1,14,8,16,643,0
7.7,31,0.8,9,7,15,499,0
11.9,31,1.9,1,9,7,148,0
4.3,15,0.9,33,9,17,279,0
12.3,40,0.7,2,9,15,228,0
6.3,36,1.4,26,9,11,238,0
8.1,15,1.7,36,6,12,261,7
7.6,23,0.7,40,4,8,200,0
12.8,14,2.7,22,4,21,673,0
3.3,18,3,23,6,13,391,0
7.8,15,1.2,23,15,14,259,0
13.2,44,0.7,38,6,6,197,8
4.4,20,4.4,18,9,15,691,0
6,13,2.7,29,6,15,400,0
5.7,22,0.9,15,9,12,486,0
6.2,16,0.4,32,6,15,131,1
13.9,23,1.3,37,17,12,535,0
5.9,24,1.1,39,6,15,205,7
3.4,16,0.6,23,9,16,297,0
17.9,41,1.2,36,16,15,209,3
6.7,36,0.6,24,6,18,152,0
3.2,12,0.4,4,8,13,420,0
5.5,10,1,11,9,16,376,0
10.5,19,0.6,31,14,19,342,5
3.5,26,1.2,31,6,18,445,4
8.3,11,0.6,14,9,18,274,0
0.2,22,0.5,24,5,20,138,0
11.2,23,0.5,1,14,13,475,0
8.4,15,0.7,35,7,12,262,0
8.2,33,1.6,14,11,12,234,0
3.4,18,1.1,28,5,17,247,8
9.2,36,0.9,19,8,21,435,0
9.3,18,3.7,24,18,18,554,0
5,9,3,13,7,11,270,0
7,34,0.4,34,12,16,295,0
12.6,14,0.7,9,6,14,1223,0
4,17,1.2,18,10,14,352,0
6.8,20,1.5,24,8,14,488,0
6.6,19,1,32,7,19,194,0
10.5,26,0.5,8,14,13,231,0
8.2,20,0.6,7,10,15,1054,0
6.3,19,0.3,23,13,20,1054,0
4.4,21,1.6,3,12,3,552,0
11.3,41,1.9,7,6,11,162,0
7.5,19,0.8,33,7,16,314,0
7.3,11,0.9,15,7,15,264,0
12,44,0.3,39,9,11,364,0
9.2,31,0.5,25,3,22,338,2
4.9,22,1.1,29,8,12,677,0
9.6,28,0.5,27,15,17,152,0
7.3,31,0.6,32,18,18,478,0
13.2,40,1.1,10,5,21,275,0
14.4,36,0.6,34,15,15,866,9
2.5,7,0.5,8,9,16,204,0
6.9,28,0.6,13,5,16,499,0
6.3,24,1.2,12,19,15,500,0
9.1,12,1.5,16,5,15,374,0
8.6,22,0.6,33,12,11,363,0
4.4,18,0.7,20,14,15,320,0
1.3,13,0.9,3,9,21,556,0
10.4,24,0.5,1,17,12,125,0
5.9,25,0.5,37,8,12,161,0
9,35,0.7,28,8,19,140,0
6.9,15,0.9,24,15,17,614,0
7.7,27,0.8,29,7,17,305,0
7.4,21,1.1,19,8,13,173,0
14.5,54,1.2,27,17,13,184,0
5.2,13,1.2,0,16,13,433,0
3.4,19,1.1,21,7,6,171,0
8.8,18,1,29,13,17,391,0
25.3,27,0.5,38,18,16,2239,0
13.3,23,1.1,29,6,16,614,0
3.9,12,2.9,40,14,20,495,0
3.2,11,1.4,29,6,18,202,0
4.9,12,5.5,37,8,14,118,0
9.6,31,1.1,10,15,19,645,0
6.3,25,1.1,39,10,19,331,0
10.8,16,4.8,39,13,12,151,0
9.7,21,0.9,6,8,17,500,0
0.3,14,0.7,15,8,13,233,0
10.3,52,1,23,10,14,286,0
15.8,35,2.9,19,5,11,732,0
8.7,20,1,25,14,17,178,3
5.2,15,2.2,7,10,11,167,0
14.1,23,1.5,9,7,11,373,0
16.5,64,1.2,18,15,14,130,0
3.7,15,0.6,28,11,15,198,0
8.1,25,0.6,6,5,15,286,0
8.1,11,1.1,37,15,12,253,7
11.2,27,1.3,31,6,13,246,2
5.5,17,0.9,39,14,14,178,0
6.1,12,1.2,10,18,19,226,0
13.6,46,0.5,31,8,24,558,5
14.6,59,0.6,34,14,12,288,0
2.3,27,1.1,13,10,16,124,0
8,12,1.2,2,7,18,680,0
6.2,11,1.6,7,14,17,307,0
6,22,4.1,25,15,23,153,0
7.6,18,0.5,22,15,16,222,0
3.5,14,0.6,34,8,14,159,0
17.5,66,2.6,12,9,23,780,0
4.5,18,1.1,24,6,3,221,0
2.5,21,0.7,35,11,19,253,8
9.5,18,0.7,4,10,17,885,0
2.8,26,0.6,14,7,19,170,0
13.8,57,0.4,37,8,11,179,9
7.3,54,0.8,17,9,12,480,0
7.6,27,0.2,21,8,13,1079,0
5.7,12,0.9,21,6,19,604,0
0.4,13,1.7,30,10,16,163,0
5.5,15,0.5,9,10,18,182,0
9,30,0.9,27,9,17,206,4
7.1,9,0.3,7,6,16,275,0
11.1,25,1.3,5,11,13,2147,0
5.3,18,2.1,17,11,14,255,0
4.5,18,0.6,38,7,10,179,0
3.6,15,0.8,33,9,12,650,0
11.1,13,1.1,6,12,15,208,0
4,18,2.7,20,7,15,437,0
11,13,0.5,37,5,23,418,3
7.8,15,2.4,7,17,13,347,0
4.6,42,0.6,22,6,13,249,0
7.1,7,0.7,16,14,16,315,0
11,20,0.3,7,12,16,188,0
10.8,19,0.5,32,15,16,513,0
11.2,51,0.8,0,10,19,485,0
8.9,23,2.7,37,8,16,691,0
2.4,15,1,39,9,13,408,0
8.2,29,1.1,35,7,23,264,0
3.1,23,1.1,9,12,13,178,0
10,24,3.9,1,5,23,140,0
7.2,16,0.6,14,15,15,642,0
9.7,25,1,2,10,17,611,0
11.2,21,0.7,21,15,18,669,0
4,34,3,35,16,10,156,7
8.8,13,0.8,39,11,17,1260,0
17.8,82,1.4,12,10,12,261,0
8.4,32,0.3,8,10,15,183,0
5,27,0.4,24,7,24,304,0
13.2,23,0.9,1,14,19,1130,0
3.1,33,1.8,10,10,18,150,0
21.7,42,1,26,12,16,2400,10
16.1,30,3.3,17,13,15,1712,0
2.2,23,0.3,18,9,15,196,0
5.4,31,0.9,6,15,14,347,0
8.8,24,1.2,12,7,9,342,0
8,33,1.3,20,9,16,310,0
4.9,18,0.6,38,8,16,324,0
11.1,19,3.2,29,12,11,850,8
6.2,17,0.4,27,8,14,189,3
7.3,31,2,6,8,6,265,0
4.1,14,0.3,39,10,17,115,0
5.2,11,1.3,6,12,16,225,0
10.9,21,1.7,26,20,13,294,0
2.9,7,0.4,30,6,18,146,0
12,18,0.7,18,7,17,1213,0
11.5,26,0.6,12,7,17,247,0
17.7,59,0.9,22,15,17,961,0
10,25,0.5,25,17,13,426,6
8.5,30,1.4,5,9,15,215,0
11,11,0.9,24,10,16,714,0
4.5,15,0.8,24,10,13,1001,0
7.5,21,1.1,26,6,13,1218,7
9.3,15,0.8,17,17,18,290,0
2.9,24,0.8,17,6,15,514,0
5.3,21,2.5,3,15,19,833,0
9.6,40,0.5,8,16,16,602,0
10.8,46,4.7,38,11,13,201,2
6.5,15,1.7,8,10,14,196,0
13.4,45,1.7,28,16,12,535,0
9.7,31,2.5,29,9,13,204,0
5.8,9,0.8,36,9,16,324,0
5,9,2.6,21,13,19,204,0
3.5,15,1.4,23,6,17,740,0
7.1,13,1.1,14,5,6,666,0
3.9,19,0.6,2,8,23,158,0
10.4,19,1.3,12,14,19,209,0
11.3,42,1.3,6,9,14,120,0
3.8,30,0.7,32,10,22,189,0
7.8,32,0.2,18,6,16,220,0
5.1,12,1.4,10,9,16,161,0
3.8,9,0.8,8,9,11,177,0
13.1,37,2.4,34,7,16,170,4
11.4,51,0.7,8,8,11,412,0
8.6,20,1.3,19,10,18,364,0
8.8,21,1.9,16,7,14,141,0
11.3,17,1.7,10,8,11,185,0
16.7,45,0.8,20,17,14,440,0
5.7,18,1.2,32,8,16,177,0
3.1,21,0.8,1,6,21,323,0
6.7,30,1,38,16,12,257,0
18,21,0.3,17,13,12,2002,0
9.9,35,0.9,30,11,15,213,0
2.9,20,1.6,38,16,5,501,0
7.9,24,1.5,28,7,17,212,7
18.1,57,0.7,21,16,3,632,0
9.2,25,1.1,24,16,16,746,0
7.3,22,1.4,33,7,19,185,0
14.3,47,2.1,11,16,17,313,0
3.6,23,0.7,5,9,13,185,0
7,11,1,20,6,12,1574,0
9,28,1,37,11,9,336,0
5.8,10,2.4,27,6,22,510,0
7,6,1.2,37,11,17,146,0
9.9,31,1,33,9,14,600,0
5.4,15,0.6,6,11,11,184,0
8,32,1.5,13,6,14,184,0
6.5,22,0.6,25,18,10,289,7
1.6,16,0.6,9,14,16,298,0
22.7,70,1.2,3,16,18,396,0
22.2,78,0.5,4,17,18,222,0
7.6,23,0.2,30,8,12,122,2
5.4,25,0.4,29,9,20,859,9
0.1,6,1.4,3,7,12,399,0
10,25,2,37,9,13,326,1
6.5,14,1.2,39,11,19,427,7
9.7,9,0.4,3,7,17,434,0
7,15,0.5,15,16,19,257,0
8.5,17,2.1,9,18,20,244,0
5.5,17,0.9,11,6,18,361,0
17,52,0.5,31,13,13,160,2
7.4,11,0.7,20,8,16,154,0
13.3,32,2.7,22,10,17,376,0
16.7,34,0.9,5,11,11,286,0
6.7,17,1.1,13,5,13,317,0
11.3,21,1,34,14,17,417,10
0.2,16,1.1,29,11,16,177,10
4,28,2.5,10,7,2,303,0
3.1,15,0.2,38,18,16,324,6
7.4,15,0.3,13,9,9,378,0
7.5,18,1.5,6,8,11,355,0
3.1,11,0.5,16,17,8,523,0
5.7,22,1.9,8,6,12,579,0
13.1,13,3.2,15,11,14,280,0
8,30,1.6,17,10,15,177,0
1.3,13,0.5,21,4,6,331,0
7.5,12,2.1,28,15,24,173,0
7,24,2.8,33,16,18,290,7
11.6,29,2,17,9,20,196,0
6.3,34,0.6,18,8,18,191,0
12.7,22,0.8,7,3,18,828,0
3.6,20,0.9,39,4,18,166,1
6.2,30,1.3,19,10,11,124,0
12.3,14,1,38,3,11,283,3
6.8,31,0.5,36,10,15,222,0
11.2,23,2.5,38,9,14,362,10
8.9,30,2.1,2,8,17,585,0
8.3,17,1,11,7,17,171,0
6,18,0.4,12,17,12,278,0
2.7,11,1.2,19,7,14,294,0
10.3,28,0.8,25,9,15,295,0
15.7,40,1.6,5,5,19,1217,0
8.4,31,1.5,28,16,17,234,10
15.3,46,0.7,2,15,16,140,0
1.7,23,0.7,16,8,19,254,0
10.9,21,0.4,31,13,16,191,0
15.2,29,0.2,31,8,23,377,3
7,34,0.5,27,10,11,232,0
9.3,27,0.9,24,17,11,628,0
6.5,18,1.7,24,7,16,197,0
7.2,48,1.1,9,17,19,131,0
15.1,49,1.2,38,7,15,228,6
13.6,54,1.8,1,4,14,254,0
12.3,18,1.1,10,16,18,1915,0
12,25,0.2,39,8,12,395,0
11.1,19,0.7,31,15,16,173,0
5.4,19,1.2,3,9,22,164,0
24.2,101,1,19,17,11,167,0
4.6,22,0.8,20,8,19,181,0
14,32,0.3,34,18,18,195,3
6.3,22,2.5,26,7,11,404,0
13.3,29,0.6,10,13,17,237,0
10,21,0.6,9,5,7,247,0
12.4,44,1,29,7,11,203,0
5,13,1.2,28,16,16,270,0
7.8,40,0.7,9,8,18,723,0
9.9,17,1.8,20,17,12,613,0
10.4,20,0.4,24,5,11,636,0
8,25,0.6,26,5,13,192,0
10.9,17,0.8,5,14,20,867,0
13.7,34,1.4,12,12,15,199,0
8.3,11,0.8,27,10,13,201,0
6.9,8,0.8,14,11,17,442,0
7.8,17,1.4,37,9,18,287,0
8.4,32,0.9,15,15,12,312,0
6.1,24,0.9,22,11,14,172,0
8.6,31,0.8,38,8,7,251,0
2.2,13,1.4,36,8,17,446,0
10.7,26,0.5,26,13,19,2681,0
7.8,15,0.9,8,8,15,227,0
7.5,11,1.2,29,10,12,369,0
9.5,26,0.6,29,8,15,304,0
8.6,35,1.6,12,12,24,213,0
9.1,25,1.1,35,6,16,315,0
2.5,12,2.5,2,8,13,308,0
7,22,0.9,7,12,11,184,0
7.8,34,0.6,7,7,15,325,0
9.6,46,0.3,33,8,19,115,3
8.1,18,1.2,27,9,18,579,0
4.6,23,1.2,20,6,23,226,0
15.9,20,0.8,38,11,16,339,0
12.9,35,0.9,40,16,18,192,5
9.5,20,1.5,32,16,22,489,0
12.4,32,1.1,38,11,9,830,4
2.3,14,0.8,16,16,14,153,0
14,19,1.8,9,8,13,1224,0
7.3,11,1.3,32,11,21,556,10
9.2,18,0.3,6,15,16,533,0
7.6,17,1,13,8,16,189,0
18.9,65,1,5,12,14,685,0
12.5,26,1.9,7,17,15,354,0
6.2,21,1,6,8,19,303,0
5.5,15,0.9,10,7,19,315,0
7.4,26,1.2,33,15,14,212,0
14.7,25,0.6,6,17,19,1750,0
6.9,10,0.9,26,12,13,318,0
8.7,19,2.3,15,11,17,939,0
2.7,33,1.5,30,2,19,334,0
7.2,17,0.3,18,17,11,303,0
4.6,14,0.7,37,12,11,412,5
14.6,30,1.8,19,14,18,398,0
11.9,32,0.8,32,10,8,650,0
4.6,15,1.8,17,9,11,134,0
8.3,41,0.8,30,11,14,195,7
4.7,11,0.9,15,17,16,161,0
9,39,1.1,9,11,14,182,0
9.9,13,0.5,28,16,14,553,0
7.7,25,0.9,6,14,18,516,0
16.5,55,0.9,35,18,16,274,0
9.8,35,2.2,23,17,17,127,0
9.7,25,0.6,19,8,19,930,0
7.7,9,0.5,37,13,19,656,0
9.4,31,2.1,26,8,11,470,5
4.7,8,0.7,25,15,16,448,0
14.3,15,1.5,8,13,16,444,0
14.9,65,0.3,29,10,12,152,0
